artist_id,artist_location,artist_name,song_id,title,duration,year
ARTE9CG1187B99B1AF,Other,DMX,SOFECIK12A6701DA51,I'ma Bang,306,2001
ARMCIEC1187FB3E98A,"Arlington, VA",Rachael Yamagata,SOWVOIK12A8C13EB94,Letter Read,224,2001
AR3ZL6A1187B995B37,Other,De-Phazz,SOVWWJW12A670206BE,Astrud Astronette,205,2005
AR3ZL6A1187B995B37,Other,De Phazz,SORMAUH12AB0189912,Jazz is the move,208,2010
AR3ZL6A1187B995B37,Other,De-Phazz,SOAPONY12A670206CB,Message To The Cool,217,2005
AR3ZL6A1187B995B37,Other,De-Phazz,SOKWBVH12A8C1390B2,Word in a  Rhyme,296,2002
AR3ZL6A1187B995B37,Other,De Phazz,SOLUOKP12AB0189953,Walk with love,199,2010
AR3ZL6A1187B995B37,Other,De-Phazz,SOUTPRN12A8C13657E,Death By Chocolate,281,2001
AR3ZL6A1187B995B37,Other,De-Phazz,SONBBNT12A8C139093,Preachin to the Choir,249,2002
ARDKBAV1187FB4AF61,Other,Gus Gus,SOBOWKY12A67ADEA7E,Lust,395,2005
ARDKBAV1187FB4AF61,Other,Gus Gus,SOOHEOR12A6D4F7A6A,Your Moves are Mine,347,2002
ARDKBAV1187FB4AF61,Other,Gus Gus,SOQSEVY12A8C133A4F,Teenage Sensation,255,1999
ARIFGKC1187B9B04D5,"Steubenville, OH",Dean Martin,SOYCTBG12A8C144341,Until You Love Someone,166,2005
ARIFGKC1187B9B04D5,"Steubenville, OH",Dean Martin,SOBPOWR12A58A770E3,I Can't Help It,162,2002
ARAHK931187FB57F35,Other,Rafet El Roman,SOZUNFQ12AAF3B30F8,Sevda Yolu,220,2005
ARREGHI1187FB47C48,Other,R De Rumba,SOKEZWF12AB0185C39,Heroina Madness,315,2004
AR8W8P31187B9A4063,"South Orange, NJ",Lauryn Hill,SOFEAMD12AB017F1C2,Intro,151,1998
AR8W8P31187B9A4063,"South Orange, NJ",Lauryn Hill,SOHKQJW12AF72A81D5,The Conquering Lion,199,2002
AR8W8P31187B9A4063,"South Orange, NJ",Lauryn Hill,SOASWKO12B0B80C005,Interlude 3,199,2002
ARM3YXA1187B9B2598,Other,Ayreon,SOYIJGH12AB018484E,Cosmic fusion,447,1998
ARM3YXA1187B9B2598,Other,Ayreon,SOSBURZ12AB017C5CC,Actual Fantasy,91,1998
AR7X6Q41187B9AEC51,"Shrewsbury, Shropshire, England",T'Pau,SOKHSIC12A6D4F8895,Sex Talk,253,1987
ARV3IN31187FB4AAAE,Other,Till West & DJ Delicious,SOONOZL12A6D4FC475,Same Man,153,2006
ARDQO721187FB3C6D9,Other,Rodney O & Joe Cooley,SOIKVVS12AB0184063,Nutty Block,172,1991
ARDQO721187FB3C6D9,Other,Rodney O & Joe Cooley,SOARVHI12AB018C588,U Don't Hear Me Tho' (Street Mix),217,1993
ARDQO721187FB3C6D9,Other,Rodney O_ Joe Cooley,SOUBNYW12A8C1460C3,Let's Have Some Fun,222,1995
ARDQO721187FB3C6D9,Other,Rodney O & Joe Cooley,SOZMMFV12AB0183F74,Supercuts,346,1995
AR3Z9WY1187FB4CDC2,Other,Kris Kross,SOBXJPN12AB0187902,Tonite'S Tha Night,203,1995
ARAK1CO1187FB3F08C,Other,Jaga Jazzist,SONCVUH12A8C142A05,Another Day,211,2002
ARAK1CO1187FB3F08C,Other,Jaga Jazzist,SOXTLRV12AB01811EB,Oslo Skyline,387,2005
ARAK1CO1187FB3F08C,Other,Jaga Jazzist,SOFPRFH12A6D4FA381,Day,323,2002
ARAFI9R1187B9AC5B5,Other,Culture Kultür,SOTEOMG12AB0184E70,The Only One,414,2005
ARAFI9R1187B9AC5B5,Other,Culture Kultür,SOKXTVE12AB017F955,Coma,244,2005
ARAHQDS1187FB55275,Other,Maysa,SORHXYU12A8C13716B,Bloco Da Solidao (1996 Digital Remaster),150,2008
ARAHQDS1187FB55275,Other,Maysa,SOKZYGT12A8C139568,This Time I'll Be Sweeter,230,2008
ARAHQDS1187FB55275,Other,Maysa,SONMSFX12AB018CD74,Ouça,181,2008
ARAHQDS1187FB55275,Other,Maysa,SOFOHOB12AB0186C23,I Put A Spell On You,314,2008
ARWTCIC11E2835CDD0,Other,Charlie Haden Quartet West,SOVKNKQ12A6D4F9F1D,I'm Gonna Laugh You Right Out Of My Life,372,1996
ARWTCIC11E2835CDD0,Other,Charlie Haden Quartet West,SOREJDL12A6D4F9886,Here's Looking At You,373,1996
ARAAQLO1187B993017,"Perth Amboy, NJ",Richie Sambora,SOOYGSX12A6D4F6F3F,Rosie,291,1991
AR11YJ91187B997A47,"KILLEEN, Texas",Ayla,SOJHUUC12A6D4F71FF,Ayla,445,1996
AROJ8321187FB4A68D,Tokyo/Japan,LITE,SOVYOQG12A58A7C700,RE,289,2006
ARAW99S1187B9B6EBF,"El Paso, TX",Phil Ochs,SOETBKZ12A8C13DD7C,The Trial,167,1986
ARAW99S1187B9B6EBF,"El Paso, TX",Phil Ochs,SOUNWLM12A8C140695,We Seek No Wider War (Home Tape),264,2007
AR62EDZ1187B9AC433,Other,Primus,SOYBAIN12B0B8066F3,Bob,280,1993
AR62EDZ1187B9AC433,Other,Primus,SOZSFQC12A6701FD69,Fisticuffs,265,1997
AR62EDZ1187B9AC433,Other,Primus,SOPWZMX12B35058C3D,Pressman,300,1990
AR62EDZ1187B9AC433,Other,The Ray Hamilton Orchestra,SOIGBFW12AB0187ECD,One Day I'll Fly Away - Instrumental Cover,282,1994
AR62EDZ1187B9AC433,Other,Primus,SOZPXTI12A6701FD70,Duchess And The Proverbial Mind Spread,210,1997
AR2TSU61187FB5C4F0,CP3,Silkk The Shocker,SOXBRAO12AC960DBDD,Seem Like A Thug (feat. Erica Fox),181,1998
AR2TSU61187FB5C4F0,CP3,Silkk The Shocker,SOWTOTJ12AC9097BC8,Thug 'N' Me,287,1998
AR2TSU61187FB5C4F0,CP3,Silkk The Shocker,SOWQMHJ12AC9097BBD,Spotaggin,22,1998
AR2TSU61187FB5C4F0,CP3,Silkk The Shocker,SOBIEZR12AC960DBFE,Executive Thug (feat. Short Circuit and Slay Sean),188,1998
ARCVU3T1187FB4D79D,"Chicago, IL",Lalah Hathaway,SOKCJLP12AB0186E2E,Better And Better,244,2004
ARCVU3T1187FB4D79D,"Chicago, IL",Lalah Hathaway,SOLGEYB12A8C133BE6,On Your Own,400,2008
ARLDW6Z1187FB3F2A0,"Mexico City, Mexico",Abraham Laboriel,SOIRGRL12AB0186BC2,Exchange,368,1995
AROEG4C1187B99DC4A,Other,Gesangla Girls Choir; Zeng Gege,SOAUIQZ12A8C13E7A2,Song of Doing Laundry,259,2008
AROEG4C1187B99DC4A,Other,Max Richter,SOGMJCM12A8C140B8D,H Thinks A Journey,57,2008
ARKA2YS1187B9A4060,Other,Michèle Arnaud,SOEGTAN12A6D4F8726,Marie D'Aquitaine,176,1996
ARKA2YS1187B9A4060,Other,Michèle Arnaud,SORWLOJ12A6D4F871E,Ballade Des Oiseaux De Croix,122,1996
ARUG14R1187FB3E2E8,California,Ozma,SOLGAPB12A8C13EA19,Flight Of The Bootymaster (Flight Of The Bootymaster),258,2002
ARUG14R1187FB3E2E8,California,Ozma,SONSEGE12A8C13D09F,Your Name,151,2002
ARJEHDD1187B9B3516,"Columbus, OH",The Supremes,SOHRYFR12A6D4FC824,Happy (Is A Bumpy Road),187,1971
ARAXZGI1187FB3EB5F,Other,Ana Carolina,SOHRARU12AC468E3DD,É Hora Da Virada,188,2003
ARAXZGI1187FB3EB5F,Other,Ana Carolina,SOAJJOW12AB0183275,Trancado,223,1999
ARHA3KO1187B99D51F,MX,Barricada,SOZWUEI12A8C13BE77,Barrio Conflictivo,207,1984
ARI9LZI1187B9A3A53,Other,Alva Noto,SORHUEM12A6D4F6A90,Postfabric,210,2005
ARI9LZI1187B9A3A53,Other,4 Wings,SOWBMKE12AB0183807,Penelope (Radio Edit),372,2005
ARI9LZI1187B9A3A53,Other,Alva Noto,SOJABGE12AF729FC2A,R/Re/Repeat (+ I-Sound),53,2005
ARAW35N1187B994CCA,Other,Queensryche,SOSUMXA12A6D4F9191,The Hands (Album Version),277,2006
ARAW35N1187B994CCA,Other,Queensryche,SORPGTX12AF72A5A04,Damaged (Live: 2002 Digital Remaster),244,1994
ARAW35N1187B994CCA,Other,Queensryche,SOBKKRK12AF729F24D,Lady Jane,255,1994
ARAW35N1187B994CCA,Other,Queensryche,SOGKFEF12A6D4FA172,My Empty Room,92,1988
ARAW35N1187B994CCA,Other,Queensryche,SOKBWXA12A8C13DCFA,spOOL (2002 Digital Remaster),308,1997
ARAW35N1187B994CCA,Other,Queensrÿche,SOHFLEI12AB0183A46,Blood,253,2003
ARAW35N1187B994CCA,Other,Queensryche,SOAIVWY12A6D4F6A4A,I Don't Believe In Love (2000 Digital Remaster),262,2000
ARYHSHH1187B990CEA,Other,Terra Samba,SOANEAM12AB0184CC7,Na Manteiga,205,2003
ARTPEEK1187FB5C548,UK - England - London,Electribe 101,SOSHHSC12A6D4F96FE,Talking With Myself '98,242,2000
ARAIJE71187FB5AF69,Other,Children 18:3,SOOXGQJ12A8C1390C5,Even Sleeping,197,2008
ARWILYB1187FB37DFE,"London, England",Bananarama,SOCYRUF12A67020890,Young at Heart,194,1983
ARWILYB1187FB37DFE,"London, England",Bananarama,SOFDRJB12A6701F3B4,Love In The First Degree,209,1987
ARWILYB1187FB37DFE,New Mexico,Bananarama,SOSSUDX12A6701F3B3,Some Girls,261,2007
ARWILYB1187FB37DFE,"London, England",Bananarama,SOFYPVD12A6D4F591A,Look On The Floor (Angel City Alt Radio Remix),178,1992
ARXG6L11187FB5695E,"Birmingham/ London, UK",SWAMI featuring Asuivre,SOLWQFA12AB01899E8,Give It What U Got,260,2007
ARCBEJ01187B98FAC0,Other,Andrea Parker,SOGKLYT12AB018C4EB,Undercurrents,439,2007
ARC0IOF1187FB3F6E6,108,Huey Lewis & The News,SOHDWWH12A6D4F7F6A,I Want A New Drug,286,1983
ARC0IOF1187FB3F6E6,108,Huey Lewis And The News,SOHVMFI12A8C13C63E,Thank You #19 (LP Version),346,2005
ARC0IOF1187FB3F6E6,108,Huey Lewis And The News,SOTIFMS12A5891F8D1,It's Alright (LP Version),216,2005
AR1QXAQ1187FB47FAC,"Brookyln, NY",Sticky Fingaz,SODTRPJ12A8C1377E9,Oh My God,266,2000
ARY409C1187B9B723A,Other,Magnolia Electric Co.,SOIMAVA12A8C13D619,Texas 71 (from Nashville Moon),259,2005
ARY409C1187B9B723A,Other,Magnolia Electric Co.,SOFLRZW12A6D4F9E75,Ring the Bell,361,2005
AR4CE6H1187FB4D5C3,"Los Angeles, CA",Poco,SOEZVWU12A8C138CE8,C'Mon,196,1971
ARAGJTD1187B9A8646,Other,P Money ft. Little Dee & Craig,SOUPKAB12AB0185DF9,Crazy,224,2009
ARA3YV11187B9A916A,"Dallas, TX",Secret Machines,SOWMVYZ12A6D4F5A39,Nowhere Again (Album Version),254,2004
ARA3YV11187B9A916A,"Dallas, TX",Secret Machines,SODOKHG12AB01835E4,Dreaming Of Dreaming,495,2008
ARA3YV11187B9A916A,"Dallas, TX",Secret Machines,SOYQHJU12AB017ADBD,The Walls Are Starting To Crack,398,2008
ARBVFK31187B9A365B,United States,Ross Copperman,SOJDZTD12A8C1417DB,I Don't Wanna Let You Go,197,2007
ARR29S51187FB5665E,Other,Attack In Black,SOFLDZV12AB017FD42,Leaving Your Death in a Flowerbed,150,2009
ARPT5H31187B98C277,Other,Born Jamericans,SOVNEJL12A58A78E2A,Ain't No Stoppin',258,1994
ARPT5H31187B98C277,Other,Born Jamericans,SOYRYQE12A58A7BD71,Prodigal Sons,193,1994
ARPT5H31187B98C277,Other,Born Jamericans,SOAQKLP12A58A7A267,Gotta Get Mine,276,1994
ARYKSY51187B9B6216,Other,Chymera,SOLAGMD12A6D4FD30C,Hundulu,489,2009
ARFUU5M1187B9A1638,SEVILLA,Narco,SOVDTLQ12A8A9D8193,Miseria_ Muerte Y Sangre,180,2000
ARFUU5M1187B9A1638,SEVILLA,Narco,SOQKKFW12A8AE480C2,Ambiente Cadaver,255,1999
ARFUU5M1187B9A1638,SEVILLA,Narco,SOHLEMD12A8A9D8199,El Caraloco,141,2001
ARW5OB41187B9935D8,Other,Mount Sims,SOBEPNP12AB0181628,Escape Hatch,222,2002
AR1XABQ1187B9B178A,Other,Spock's Beard,SOBBNAN12AB017FC67,Sometimes They Stay_ Sometimes They Go,272,2006
AR1XABQ1187B9B178A,Other,Spocks Beard,SOWAADV12AC468C6B2,Broken Promise Land (bonus Track),285,2006
AR2QIVJ1187B9AF497,"Atlanta, GA",YoungBloodZ Featuring Cutty,SOQNKDT12A8C1412CA,Spending Some Change Featuring Cutty,243,2005
AR2QIVJ1187B9AF497,"Atlanta, GA",YoungBloodZ,SOYPPIV12A8C138E25,Pop_ Pop_ Pop/Cuttin' Tonight Interlude,359,1999
ARUDU1L1187FB5073F,"Reading, England",The Cooper Temple Clause,SOPMBGG12A8C13ABF1,Film Maker,178,2002
ARUDU1L1187FB5073F,"Reading, England",The Cooper Temple Clause,SOBLDPJ12AB01867E3,Take Comfort,262,2007
ARUDU1L1187FB5073F,"Reading, England",The Cooper Temple Clause,SOXWRVB12AF72A5CD6,Panzer Attack,240,2001
ARJAIIC12086C12B34,Other,Ysa Ferrer,SOWPZFN12A8C1426EA,Ton Actualité,221,2008
AR065TW1187FB4C3A5,"Knowle West, Bristol, Avon, Engla",Tricky / The Mad Dog Reflex,SOXUUSC12A6310DF31,I Like The Girls,178,1999
AR065TW1187FB4C3A5,"Knowle West, Bristol, Avon, Engla",Tricky,SOJQHWI12B0B80BBC7,Record Companies,266,1998
AR065TW1187FB4C3A5,"Knowle West, Bristol, Avon, Engla",Tricky,SOAOVYG12AB0183290,How High,195,2003
AR065TW1187FB4C3A5,"Knowle West, Bristol, Avon, Engla",Nearly God,SOYDJAX12A58A7A9FA,Poems,256,2000
ARUB0K61187B9B9AC3,"Gainesville, FL",Hot Water Music,SOVXCID12A8C137FC0,There Are Already Roses,195,2004
ARUB0K61187B9B9AC3,"Gainesville, FL",Hot Water Music,SOMVUXI12A8C139832,Trusty Chords,170,2002
ARUB0K61187B9B9AC3,"Gainesville, FL",Hot Water Music,SONHWFV12A8C137169,Instrumental,98,2001
ARL3IIC1187FB394BD,"Paris, France",Richard Clayderman,SOEUBDR12AB018986B,All By Myself,192,2001
ARL3IIC1187FB394BD,"Paris, France",Richard Clayderman,SONAWPE12AB0184D13,Think Of Laura,157,1999
ARL3IIC1187FB394BD,"Paris, France",Richard Clayderman,SOPRVXZ12A8C1352FD,Cornish Rhapsody,326,1998
AR7ZKHQ1187B98DD73,Other,Glad,SOTUKVB12AB0181477,Blessed Assurance,271,1993
AR7ZKHQ1187B98DD73,Other,Glad,SOIIEVK12AB018A1B9,My Jesus_ I Love Thee,212,1993
AR7ZKHQ1187B98DD73,Other,Glad,SOEKVHT12AB018D3D0,O For a Thousand Tongues,203,1993
AR7ZKHQ1187B98DD73,Other,Glad,SOUOXQJ12A58A7E777,Immortal_ Invisible,175,1993
AR7ZKHQ1187B98DD73,Other,Glad,SODOOMF12AB018D375,This is My Father's World/For the Beauty of the Earth,235,1993
AR41HI11187B98F65A,"Livonia, MI",His Name Is Alive,SONKLID12A8C145771,The Time Falling Bodies Take To Light,267,1993
ARB03K81187B99FE5B,Other,Staubkind,SOCPFSP12AB018232E,Knie Nieder (Clubmix),294,2004
AROFSLD1187B99018B,"Canterbury, UK",Arzachel,SOKGPSO12AB0187077,Garden of Earthly Delights,164,1969
AROFSLD1187B99018B,"Canterbury, UK",Arzachel,SOSNOQU12AB018709D,Clean Innocent Fun,622,1969
AR8MBN51187B9AD472,Other,Dark Funeral,SOLMPMF12AB0183D68,The Arrival Of Satan'S Empire,226,2001
ARFPWXB1187B994F8A,"Bristol, England",The Pop Group,SORSNZZ12A6BD55BDC,Snowgirl,200,1996
ARX4VP21187FB37BF9,Other,The Alter Boys,SOSSQZA12AB01889C9,Yesterday Is Here,848,2005
ARMEV7E1187FB3778F,Other,De/Vision,SOMESTN12A8AE48E8A,Deliver Me,206,1998
ARMEV7E1187FB3778F,Other,De/Vision,SONRFRD12A8C1388DA,Dinner without grace '98,310,1998
ARP4L6P1187B9971E3,Other,Yuppie Flu,SOQJGDC12A8C138F9D,Europe Is Different,249,2005
ARP4L6P1187B9971E3,Other,Yuppie Flu,SOBYJOR12AC4688B12,Food for the Ants,202,2003
ARP4L6P1187B9971E3,Other,Yuppie Flu,SOMQTHG12AC4688B1D,Dreamed Frontier,193,2003
ARZ9FGC1187B98B47D,"St. Albans, Herts, England",The Zombies,SOUTFFK12AB0184613,I Know She Will,153,1974
ARZ9FGC1187B98B47D,"St. Albans, Herts, England",The Zombies,SOBYNET12A58A7780B,Alone In Paradise,253,1974
ARW5S821187FB3F681,Poland,Justyna Steczkowska,SOYZMCH12A8C1361B7,Tatuuj Mnie,213,1996
ARW5S821187FB3F681,Poland,Justyna Steczkowska,SONYBFX12AF72AB6DD,Podrózujac,281,1996
ARW5S821187FB3F681,Poland,Justyna Steczkowska,SOGLCAY12A58A7C8EE,Zanim Zapragniesz,231,1996
ARBEBBY1187B9B43DB,"Gainesville, FL",Tom Petty,SOFFKZS12AB017F194,A Higher Place (Album Version),236,1994
ARBEBBY1187B9B43DB,"Gainesville, FL",Tom Petty And The Heartbreakers,SOYWRWP12AB01845EE,Christmas All Over Again,255,1994
ARBEBBY1187B9B43DB,"Gainesville, FL",Tom Petty,SOYNEVM12AB018439A,Wildflowers (Album Version),190,1994
AR7AE0W1187B98E40E,Other,Intocable,SOIKLJM12A8C136355,Eso Duele,196,2003
AR7AE0W1187B98E40E,Other,Intocable,SOZPXMV12A8C1359C6,¿Dónde Estás?,245,1997
AR7AE0W1187B98E40E,Other,Intocable,SOOWDNA12A8AE47D81,Es Para Ti,214,2000
AR7AE0W1187B98E40E,Other,Intocable,SOPSBZJ12A6D4F5FCC,Por Ella (Poco A Poco) (Version Regional Mexican),242,2000
AR7AE0W1187B98E40E,Other,Intocable,SODBVIK12A8C13636D,Siempre Al Final,249,2003
AR5T40Y1187B9996C6,"Lulea, Sweden",The Bear Quartet,SOAPVNX12AB0187625,I Remember Nights Wide Open,249,1998
AROSPS51187B9B481F,Other,Vince Guaraldi Trio,SOHTCZS12A6D4FC402,The Christmas Song,198,1965
ARZGTK71187B9AC7F5,"California, USA",Eels,SOTDCIR12AB0184574,I Need A Mother,158,2010
ARZGTK71187B9AC7F5,"California, USA",Eels,SOHIHQF12AF729FC01,Everything's Gonna Be Cool This Christmas,178,1998
ARZGTK71187B9AC7F5,"California, USA",Eels,SOOWTKX12A6701F9B0,Theme For A Pretty Girl That Makes You Believe God Exists,125,2005
ARZGTK71187B9AC7F5,"California, USA",Eels,SOQBRAQ12A58A7D473,My Beloved Monster,132,1996
ARZGTK71187B9AC7F5,"California, USA",Eels,SOLBTPS12A58A7D8A0,I Write The B-Sides,235,2001
AREH0O41187FB4C405,Oakland,Skinlab,SOTMKDG12A67ADAB35,Race Of Hate,312,1997
ARJIE2Y1187B994AB7,Other,Line Renaud,SOUPIRU12A6D4FA1E1,Der Kleine Dompfaff,153,1994
ARJIE2Y1187B994AB7,Other,Line Renaud,SORXWXC12A6D4F87B3,Gwendolina,146,1994
ARJIE2Y1187B994AB7,Other,Line Renaud,SOPPEEZ12A6D4F87B2,Il Y A Des Anges,140,1994
ARJIE2Y1187B994AB7,Other,Line Renaud,SOTEHKT12A6D4F87BC,Cent Mille Guitares,160,1994
ARJIE2Y1187B994AB7,Other,Line Renaud,SOAKPEL12A6D4FC126,En Écoutant Mon Coeur Chanter,172,1994
AR0IAWL1187B9A96D0,Panama,Danilo Perez,SONSKXP12A8C13A2C9,Native Soul,197,2003
AR0IAWL1187B9A96D0,Panama,Danilo Perez / Claus Ogerman,SONQNCK12A8C13ADCB,The Saga Of Rita Joe,459,2008
ARCJWLU1187B9ADD36,Other,Theory In Practice,SOEVPWF12A58A7D254,Astral eyes,275,1997
ARVBRGZ1187FB4675A,Other,Gwen Stefani,SORRZGD12A6310DBC3,Harajuku Girls,291,2004
ARWB3G61187FB49404,"Hamilton, Ohio",Steve Morse,SODAUVL12A8C13D184,Prognosis,364,2000
AR9OEB71187B9A97C6,"Edmonton, Alberta, Canada",Faunts,SOFIUVJ12A8C13C296,Will You Tell Me Then,397,2005
AR9OEB71187B9A97C6,"Edmonton, Alberta, Canada",Faunts,SOZCYYW12A8C13C2CD,Gone With The Day,775,2005
ARIOZCU1187FB3A3DC,"Hamlet, NC",JOHN COLTRANE,SOCEMJV12A6D4F7667,Giant Steps (Alternate Version_ Take 5_ Alternate),220,1991
ARIOZCU1187FB3A3DC,"Hamlet, NC",JOHN COLTRANE,SOGUPLQ12A6D4F766A,Naima (Alternate Version_ Take 4_ False Start),16,1991
ARIOZCU1187FB3A3DC,"Hamlet, NC",JOHN COLTRANE,SOVBFMJ12A8C13A4E0,Like Sonny (AKA Simple Like) (1990 Digital Remaster),237,1990
ARIOZCU1187FB3A3DC,"Hamlet, NC",JOHN COLTRANE,SOQBNJN12A6701C76E,I'll Wait And Pray (Alternate Take),208,1993
ARCWVUK1187FB3C71A,Other,Brigitte Bardot,SOGHHXH12A8C13EBCB,C'Est Une Bossa Nova,130,1993
ARAADXM1187FB3ECDB,"Woodland Hills, CA",Styles Of Beyond,SOQFYBD12AB0182188,Intro,68,1999
ARAADXM1187FB3ECDB,"Woodland Hills, CA",Styles Of Beyond feat. Four Zone,SOUICVT12A58A76935,Pay Me (Acapella),243,1999
ARMCJVK11F4C84373E,Other,Fort Knox Five,SOYKDVO12A58A785C9,Killa Soundboy,283,2008
ARMCJVK11F4C84373E,Other,Fort Knox Five featuring Rootz,SOMTSAL12A58A7927C,Not Gonna Take It,354,2008
ARMCJVK11F4C84373E,Other,Fort Knox Five,SOXMYNC12A58A7DA45,Insight,270,2008
AR558FS1187FB45658,Other,40 Grit,SOGDBUF12A8C140FAA,Intro,76,2003
AR558FS1187FB45658,Other,40 Grit,SOHZWRJ12A8C14081B,A Part Of Me,251,2003
ARSMG8X1187B99CA99,Other,Macaco,SODWBIK12AB017F87D,Aüita,210,2009
ARSMG8X1187B99CA99,Other,Macaco,SOAXJKO12A6D4F9599,Loco,233,2004
ARVAC3K1187FB4DED4,"Leeds, England",Kaiser Chiefs,SOSGUAJ12A8C1455A1,Sooner Or Later,230,2008
ARVAC3K1187FB4DED4,"Leeds, England",Kaiser Chiefs,SOHQVWU12AAF3B3186,Half The Truth,223,2008
ARVAC3K1187FB4DED4,"Leeds, England",Kaiser Chiefs,SORJLVC12AF72A0D15,Highroyds,199,2007
ARCIDJA1187FB589B7,Vancouver BC,Matthew Good,SORNBHC12A6D4FD262,Avalanche,447,2003
ARCIDJA1187FB589B7,Vancouver BC,Matthew Good,SOKNDAI12A6D4FE2B4,House of Smoke and Mirrors,363,2003
ARCIDJA1187FB589B7,Vancouver BC,Matthew Good,SOBZDVF12A8C133DB3,Big City Life,256,2005
ARROZQH1187FB4D828,"London, England",Psapp,SODHYUR12A8C1373E8,Chapter,160,2004
ARROZQH1187FB4D828,"London, England",Psapp,SOIVREL12AB017A7AF,Overlord,77,2008
ARJB8QW1187B9B059E,UK,Blessed By a Broken Heart,SOTQRAP12A8C137193,Show Me What You Got,247,2008
ARJB8QW1187B9B059E,UK,Blessed By a Broken Heart,SOMFMPW12A8C1371D5,Blood On Your Hands,281,2008
ARCVKG01187B9B3273,"Belton, TX",Flyleaf,SOAPAQT12AB017D7D4,Set Apart This Dream,195,2009
ARMD0G81187B99A519,Other,Vickie Winans,SOESUET12AB0185C96,More Than Enough,441,2003
ARMD0G81187B99A519,Other,Vickie Winans,SOHLOLL12AAF3B3D9F,Superman,266,2003
ARMD0G81187B99A519,Other,Vickie Winans,SOPJSAG12AC468ADAF,Stand Up and Praise Him,299,2003
ARNDQZ61187FB4D762,Québec,Les 2 Tom,SONYARE12AB01900A0,Merci (avec Accrophone),186,2006
ARK9N7G1187FB4CF03,"Cambridge, England",The Beloved,SOQCQEK12A6D4F969A,Pablo,297,1990
ARK9N7G1187FB4CF03,"Cambridge, England",The Beloved,SOKRURG12A670206F3,Outerspace Girl,290,1993
ARK9N7G1187FB4CF03,"Cambridge, England",The Beloved,SOUTNJO12A670206F2,Sweet Harmony,301,1992
AR58TT71187FB4D2F7,Other,Peter Broderick,SOQMJNS12AF72A253D,Games,135,2008
ARDW12P1187FB3C77C,Other,Lemonator,SOPLJVF12A8C13FD43,Over Now,174,1997
ARP4J5Q1187B99171D,California - LA,Shai,SONRVSA12A6D4F7A88,Will I Find Someone,234,1995
AR53H581187B9A93F9,California - LA,Sylvie Lewis,SOBJUAR12A58A7A208,Old Friends,158,2006
ARIIFAI1187B9B101B,Other,The Shaky Hands,SOPVLXK12AB01801ED,Love All Of,267,2008
ARIIFAI1187B9B101B,Other,The Shaky Hands,SOWFLKH12A8AE4651B,Hold It Up,190,2007
ARIIFAI1187B9B101B,Other,The Shaky Hands,SOUVUIM12A8AE48E4E,I'm Alive,198,2007
ARIDYOQ11E2835C995,Other,Slavic Soul Party!,SOKZFSV12A8C13E390,Rumenka Takes a Drive,247,2007
ARTDU4R1187FB4BAC9,"Bournemouth, England",Air Traffic,SOVRTOR12A8C13A403,Just Abuse Me,153,2006
ARPUORB1187B98DC82,Other,Gazzara,SOJSONJ12A8C135C87,Gato,327,1999
AR1SQV21187B9AE9C6,Other,Samsas Traum,SOFMIWT12A8C141EE3,Heiliges Herz (Thomas Rainer - Remix),291,2007
AR1SQV21187B9AE9C6,Other,Samsas Traum,SOMEWPP12AB01808E0,Die Hoffnung stirbt zuletzt,248,2007
AR1SQV21187B9AE9C6,Other,Samsas Traum,SOHJHXE12A8C14502B,Durch springende Lippen,190,2007
ARPYBWQ1187B989C0D,Other,Natural Elements,SOPOIQJ12A6701C8CF,Mayday,338,1998
ARFM1EQ1187FB533ED,Other,Sir Samuel,SOABNPC12A8C13A9CC,Après Le Show,223,2005
ARFM1EQ1187FB533ED,Other,Sir Samuel,SOPEJWE12A8C138996,Tout Le Monde Rêve D'Une Femme,268,2005
ARQ05GM1187B990512,"Chino Hills, CA",A Static Lullaby,SOLUIMX12AB0189599,Rattlesnake!,213,2008
ARQ05GM1187B990512,"Chino Hills, CA",A Static Lullaby,SOXHJSE12A8C1364FF,God Bless You (Goddamn it),237,2005
ARSFKG71187FB3D66F,"Laurel Canyon, CA",Crosby_ Stills & Nash,SOFQAZF12A58A7EE50,In My Dreams  (LP Version),312,2005
ARSFKG71187FB3D66F,"Laurel Canyon, CA",Crosby_ Stills & Nash,SOALFUO12AF72A4B98,Long Time Gone,257,1969
AREUETU1187B9AD42E,Other,Pál Utcai Fiúk,SOAKLOR12A8C13C29E,Angyal,142,2000
AREUETU1187B9AD42E,Other,Pál Utcai Fiúk,SOJLVDI12A8C13B639,Néha,264,2000
ARPCNNQ1187B9992CF,Other,The Cootees,SOFKCRM12A6D4F7764,I'm OK_ You're OK,187,1997
ARPCNNQ1187B9992CF,Other,The Cootees,SOVIDFP12A6D4F776B,Hidden Track (Outro to They Don't Know),34,1997
ARB3TCS1187B99A0D2,"Fort Worth, TX",Ornette Coleman,SOFLIYD12A6701FB4D,Chronology (LP Version),363,1959
ARDESOC1187FB3BC82,Kagoshima,SEX MACHINEGUNS,SOFXQMN12A8C136F12,Katare! Namida!,214,2008
ARRZD221187B9AF542,"Sheffield, Yorkshire, England",Milburn,SOSBOQW12AF72A0EB1,Send in the Boys,165,2006
ARS5ESO1187B991840,"Dayton, OH",Lakeside,SOUTRPB12AB01833E0,Say Yes,294,1980
